Step,Value
65231,0.3332
65281,0.3358
65331,0.3385
65381,0.3381
65431,0.3362
65481,0.3372
65531,0.3367
65581,0.3363
65631,0.3374
65681,0.3371
65731,0.3362
65781,0.335
65831,0.3346
65881,0.3339
65931,0.3345
65981,0.3368
66031,0.3374
66081,0.3373
66131,0.3369
66181,0.3354
66231,0.3354
66281,0.335
66331,0.3366
66381,0.337
66431,0.3367
66481,0.3377
66531,0.3376
66581,0.3371
66631,0.3378
66681,0.3372
66731,0.3368
66781,0.3372
66831,0.3368
66881,0.3364
66931,0.3352
66981,0.3356
67031,0.3349
67081,0.3344
67131,0.3358
67181,0.3368
67231,0.3367
67281,0.3371
67331,0.3377
67381,0.3377
67431,0.3379
67481,0.3386
67531,0.3386
67581,0.3385
67631,0.3383
67681,0.3374
67731,0.3379
67781,0.3385
67831,0.3379
67881,0.3377
67931,0.3377
67981,0.3368
68031,0.3366
68081,0.3374
68131,0.3377
68181,0.3377
68231,0.339
68281,0.3392
68331,0.3397
68381,0.3396
68431,0.3392
68481,0.3394
68531,0.3398
68581,0.3401
68631,0.3408
68681,0.3415
68731,0.3418
68741,0.1413
68791,0.2793
68841,0.3056
68891,0.3175
68941,0.3194
68991,0.3122
69041,0.3118
69091,0.3097
69141,0.3123
69191,0.3169
69241,0.3158
69291,0.3172
69341,0.3212
69391,0.3264
69441,0.3269
69491,0.3321
69541,0.3319
69591,0.3316
69641,0.3311
69691,0.3351
69741,0.3344
69791,0.337
69841,0.335
69891,0.3361
69941,0.3376
69991,0.3367
70041,0.3343
70091,0.3347
70141,0.337
70191,0.3384
70241,0.3397
70291,0.3384
70341,0.3369
70391,0.3367
70441,0.3355
70491,0.3388
70541,0.3404
70591,0.3393
70641,0.3396
70691,0.3397
70741,0.3398
70791,0.3403
70841,0.3408
70891,0.3419
70941,0.3422
70991,0.3407
71041,0.3404
71091,0.3396
71141,0.3392
71191,0.3393
71241,0.3381
71291,0.3382
71341,0.3371
71391,0.3365
71441,0.3357
71491,0.3349
71541,0.3354
71591,0.3347
71641,0.3339
71691,0.334
71741,0.3333
71791,0.3326
71841,0.3328
71891,0.3329
71941,0.3335
71991,0.3335
72041,0.3339
72091,0.3339
72141,0.3346
72191,0.3343
72241,0.3334
72291,0.3354
72341,0.336
72391,0.3353
72441,0.3348
72491,0.3343
72541,0.3333
72591,0.3333
72641,0.3347
72691,0.335
72741,0.3355
72791,0.335
72841,0.336
72891,0.3362
72941,0.3368
72991,0.3373
73041,0.3373
73091,0.3379
73141,0.3372
73191,0.337
73241,0.337
73291,0.3375
73341,0.3375
73391,0.3373
73441,0.337
73491,0.3369
73541,0.3369
73591,0.3365
73641,0.3369
73651,0.3406
73701,0.2725
73751,0.2686
73801,0.2896
73851,0.2926
73901,0.3034
73951,0.3172
74001,0.3122
74051,0.3206
74101,0.3225
74151,0.3232
74201,0.3214
74251,0.3248
74301,0.3273
74351,0.3316
74401,0.3257
74451,0.3274
74501,0.3312
74551,0.3308
74601,0.3346
74651,0.3336
74701,0.3358
74751,0.3367
74801,0.3398
74851,0.3409
74901,0.3445
74951,0.3444
75001,0.3439
75051,0.3418
75101,0.3452
75151,0.344
75201,0.3426
75251,0.3428
75301,0.3411
75351,0.3397
75401,0.3384
75451,0.3389
75501,0.3376
75551,0.3369
75601,0.3355
75651,0.3365
75701,0.3368
75751,0.3358
75801,0.3358
75851,0.3352
75901,0.3349
75951,0.3351
76001,0.3342
76051,0.3339
76101,0.3346
76151,0.3332
76201,0.3333
76251,0.3322
76301,0.3324
76351,0.3326
76401,0.3332
76451,0.3338
