Step,Value
78336,0.0509
78386,0.0508
78436,0.0507
78486,0.0505
78536,0.0506
78586,0.0505
78636,0.0503
78686,0.0503
78736,0.0502
78786,0.0503
78836,0.0503
78886,0.0503
78936,0.0502
78986,0.0501
79036,0.05
79086,0.0502
79136,0.0503
79186,0.0503
79236,0.0503
79286,0.0503
79336,0.0504
79386,0.0506
79436,0.0504
79486,0.0507
79536,0.0507
79586,0.0507
79636,0.0508
79686,0.0508
79736,0.0509
79786,0.0512
79836,0.0511
79886,0.0511
79936,0.051
79986,0.051
80036,0.051
80086,0.0509
80136,0.0511
80186,0.0511
80236,0.0512
80286,0.0511
80336,0.0511
80386,0.051
80436,0.0509
80486,0.051
80536,0.0511
80586,0.0511
80625,0.0459
80675,0.0483
80725,0.0479
80775,0.0475
80825,0.0512
80875,0.0492
80925,0.0481
80975,0.0496
81025,0.0511
81075,0.0512
81125,0.0505
81175,0.0494
81225,0.0493
81275,0.0507
81325,0.0508
81375,0.0503
81425,0.0507
81475,0.0506
81525,0.0505
81575,0.0504
81625,0.05
81675,0.0497
81725,0.0499
81775,0.0499
81825,0.05
81875,0.0501
81925,0.0505
81975,0.0507
82025,0.0511
82075,0.0509
82125,0.0507
82175,0.0506
82225,0.0506
82275,0.0507
82325,0.0507
82375,0.0506
82425,0.0507
82475,0.0505
82525,0.0504
82575,0.0504
82625,0.0512
82675,0.0509
82725,0.051
82775,0.0509
82825,0.051
82875,0.0508
82925,0.0507
82975,0.0507
83025,0.0507
83075,0.0509
83125,0.0508
83175,0.0507
83225,0.0507
83275,0.0506
83325,0.0506
83375,0.0506
83425,0.0505
83475,0.0503
83525,0.0502
83575,0.0501
83625,0.05
83675,0.0499
83725,0.0498
83775,0.0497
83825,0.0498
83875,0.0498
83925,0.0499
83975,0.0498
84025,0.0499
84075,0.0498
84125,0.0498
84175,0.0499
84225,0.0499
84275,0.0503
84325,0.0503
84375,0.0504
84425,0.0502
84475,0.0502
84525,0.0502
84575,0.0504
84625,0.0507
84675,0.0508
84725,0.0508
84775,0.0508
84825,0.0508
84875,0.0508
84925,0.0507
84975,0.0507
85025,0.0506
85075,0.0506
85125,0.0506
85175,0.0506
85225,0.0505
85275,0.0505
85325,0.0505
85375,0.0505
85425,0.0506
85475,0.0505
85525,0.0504
85575,0.0504
85625,0.0503
85664,0.0357
85714,0.0519
85764,0.0469
85814,0.0483
85864,0.0496
